theta time VICON_theta
-10 4.16693 -0.188533
-10 4.1719 -0.188431
-10 4.17688 -0.188361
-10 4.18189 -0.18847
-10 4.20082 -0.1884
-10 4.20083 -0.1884
-10 4.20188 -0.188476
-10 4.20689 -0.188337
-10 4.2121 -0.188312
-10 4.21691 -0.188258
-10 4.23518 -0.188249
-10 4.2352 -0.188249
-10 4.23686 -0.1884
-10 4.24186 -0.188196
-10 4.24744 -0.188187
-10 4.25186 -0.188386
-10 4.25689 -0.188342
-10 4.26195 -0.188332
-10 4.26701 -0.188234
-10 4.27191 -0.188183
-10 4.27703 -0.188329
-10 4.28203 -0.188299
-10 4.28695 -0.18832
-10 4.29199 -0.188276
-10 4.29697 -0.18843
-10 4.30194 -0.188471
-10 4.3069 -0.18833
-10 4.31202 -0.188376
-10 4.31687 -0.188353
-10 4.32186 -0.188486
-10 4.32686 -0.188486
-10 4.3326 -0.188415
-10 4.33687 -0.188413
-10 4.34186 -0.188427
-10 4.3469 -0.188431
-10 4.35189 -0.188429
-10 4.36728 -0.188546
-10 4.36729 -0.188546
-10 4.37191 -0.188671
-10 4.37692 -0.188592
-10 4.38194 -0.188582
-10 4.38705 -0.188719
-10 4.39198 -0.188585
-10 4.39709 -0.188636
-10 4.40199 -0.188704
-10 4.40692 -0.188534
-10 4.41186 -0.188671
-10 4.41688 -0.188562
-10 4.42194 -0.188653
-10 4.42686 -0.188581
-10 4.43265 -0.188577
-10 4.43692 -0.188656
-10 4.44188 -0.188665
-10 4.44688 -0.18853
-10 4.45195 -0.188578
-10 4.45689 -0.188445
-10 4.46193 -0.188425
-10 4.467 -0.188558
-10 4.48531 -0.188452
-10 4.48532 -0.188452
-10 4.48689 -0.188392
-10 4.49194 -0.188385
-10 4.49697 -0.188488
-10 4.50207 -0.188445
-10 4.50695 -0.188362
-10 4.51196 -0.188295
-10 4.51699 -0.188278
-10 4.52196 -0.188466
-10 4.52703 -0.188369
-10 4.53195 -0.188383
-10 4.53697 -0.188361
-10 4.54187 -0.188284
-10 4.54789 -0.188371
-10 4.55196 -0.188275
-10 4.55687 -0.188385
-10 4.5619 -0.18842
-10 4.56707 -0.188296
-10 4.57191 -0.188275
-10 4.57689 -0.188328
-10 4.5838 -0.188262
-10 4.5919 -0.188292
-10 4.5919 -0.188414
-10 4.59689 -0.188419
-10 4.6021 -0.188319
-10 4.61872 -0.188331
-10 4.61875 -0.188331
-10 4.62203 -0.188327
-10 4.62699 -0.188384
-10 4.63278 -0.188306
-10 4.63714 -0.1884
-10 4.64195 -0.188413
-10 4.64691 -0.18849
-10 4.65193 -0.188538
-10 4.6569 -0.188502
-10 4.66186 -0.18847
-10 4.66695 -0.188533
-10 4.6719 -0.188501
-10 4.67688 -0.188663
-10 4.68399 -0.188408
-10 4.68689 -0.188518
-10 4.69193 -0.188504
-10 4.69691 -0.188562
-10 4.70204 -0.188579
-10 4.70697 -0.188584
-10 4.71197 -0.188506
-10 4.71696 -0.18862
-10 4.722 -0.188602
-10 4.72701 -0.188542
-10 4.73284 -0.188494
-10 4.73697 -0.188588
-10 4.74188 -0.188496
-10 4.74688 -0.1886
-10 4.75192 -0.188514
-10 4.75697 -0.188495
-10 4.76328 -0.188478
-10 4.76696 -0.188455
-10 4.77191 -0.188547
-10 4.77688 -0.188544
-10 4.78191 -0.188554
-10 4.78692 -0.188354
-10 4.79189 -0.188422
-10 4.7969 -0.188333
-10 4.80199 -0.188293
-10 4.80699 -0.188348
-10 4.81193 -0.188403
-10 4.81695 -0.18841
-10 4.82196 -0.188447
-10 4.82697 -0.188338
-10 4.83201 -0.188419
-10 4.83802 -0.188379
-10 4.8419 -0.188368
-10 4.84689 -0.18834
-10 4.85232 -0.188413
-10 4.8569 -0.188367
-10 4.86193 -0.188508
-10 4.86692 -0.188305
-10 4.87189 -0.188391
-10 4.87689 -0.188446
-10 4.8819 -0.188484
-10 4.88692 -0.188397
-10 4.8919 -0.188444
-10 4.89692 -0.188383
-10 4.90234 -0.188375
-10 4.91765 -0.188469
-10 4.91766 -0.188469
-10 4.92196 -0.188465
-10 4.92697 -0.188413
-10 4.93308 -0.188428
-10 4.93689 -0.188505
-10 4.94191 -0.188492
-10 4.94689 -0.188407
-10 4.95229 -0.188554
-10 4.96762 -0.188494
-10 4.96764 -0.188494
-10 4.97193 -0.188537
-10 4.97689 -0.188484
-10 4.98189 -0.188536
-10 4.98696 -0.188559
-10 4.9919 -0.188542
-10 4.99688 -0.188595
-10 5.00191 -0.188577
