theta time Kinect_theta
-02 36.0609 -0.0226884
-02 36.1148 -0.0229816
-02 36.1669 -0.00966587
-02 36.2162 -0.0168513
-02 36.2672 -0.0119049
-02 36.3171 -0.00683987
-02 36.3677 -0.0154957
-02 36.4181 -0.0275251
-02 36.4679 -0.0207316
-02 36.5265 -0.00818799
-02 36.5844 -0.0132344
-02 36.6423 -0.0149482
-02 36.7006 -0.0262452
-02 36.7585 -0.018313
-02 36.8171 -0.00966614
-02 36.8744 -0.0147072
-02 36.9296 -0.0159058
-02 36.9789 -0.0200439
-02 37.0287 -0.0122008
-02 37.0783 -0.0135767
-02 37.1342 -0.00956269
-02 37.1861 -0.0152792
-02 37.2442 -0.0159119
-02 37.3049 -0.0180512
-02 37.3652 -0.0145998
-02 37.4269 -0.0145682
-02 37.4865 -0.0135
-02 37.5456 -0.00699154
-02 37.6035 -0.0148042
-02 37.6619 -0.0119287
-02 37.7202 -0.0160573
-02 37.7778 -0.0132408
-02 37.8372 -0.0193778
-02 37.8953 -0.00952818
-02 37.9464 -0.0101015
-02 37.9963 -0.0286305
-02 38.046 -0.0104347
-02 38.0957 -0.00661872
-02 38.1452 -0.00919279
-02 38.1959 -0.0140362
-02 38.2449 -0.0218491
-02 38.2947 -0.0189692
-02 38.3444 -0.0107542
-02 38.3949 -0.0155964
-02 38.4443 -0.00735318
-02 38.4944 -0.0104898
-02 38.5438 -0.011621
-02 38.5968 -0.00584472
-02 38.6463 -0.0159717
-02 38.6954 -0.0202896
-02 38.7446 -0.0173603
-02 38.7964 -0.00983416
-02 38.8492 -0.0166444
-02 38.9033 -0.0126989
-02 38.9527 -0.01562
-02 39.0024 -0.0222896
-02 39.0532 -0.0196471
-02 39.1027 -0.01314
-02 39.1524 -0.0142159
-02 39.2027 -0.0115358
-02 39.2513 0.00041672
-02 39.3011 -0.0156841
-02 39.3514 -0.0159308
-02 39.4029 -0.0134894
-02 39.4521 -0.0136998
-02 39.502 -0.0154906
-02 39.5513 -0.010753
-02 39.6005 -0.0195767
-02 39.6498 -0.014357
-02 39.7038 -0.0157799
-02 39.7572 -0.00930329
-02 39.8103 -0.0124547
-02 39.8612 -0.00795416
-02 39.9106 -0.00960492
-02 39.9609 -0.0139418
-02 40.0103 -0.0130035
-02 40.0619 -0.0158782
-02 40.1148 -0.0113657
-02 40.1641 -0.00257159
